Sent_no;Original sentence;Comments;Canonical form;gold2 (LCO);General order of re-inspection;FCR;Gapping;FG;BCR;SGF;Sentence Length
s17456;Nach und nach sollen dann auch Werke von exilierten Komponisten einbezogen , der Aktionsradius erweitert werden auf Komponisten , die `` Opfer der Verfemung und Verfolgung in den Diktaturen des 20. Jahrhunderts geworden sind '' . ;"FG+BCR MAIN; bcr obwohl nicht am ende!!";Nach und nach sollen dann auch Werke von exilierten Komponisten einbezogen werden_b , nach_fg und_fg nach_fg soll_fg dann_fg der Aktionsradius erweitert werden auf Komponisten , die `` Opfer der Verfemung und Verfolgung in den Diktaturen des 20. Jahrhunderts geworden sind '' . ;;interesting/edge case;0;0;1;1;0;36
s29586;Er erstattete Anzeige wegen illegalen Abhörens und Fälschung des Tonbandes und warf Dziewulski vor , auf dem Warschauer Flughafen dem Millionenbetrüger Boguslaw Bagsik zur Flucht verholfen und Kontakte mit dem israelischen Geheimdienst Mossad unterhalten zu haben . ;FG+BCR SUB;Er erstattete Anzeige wegen illegalen Abhörens und Fälschung des Tonbandes und er_f warf Dziewulski vor , auf dem Warschauer Flughafen dem Millionenbetrüger Boguslaw Bagsik zur Flucht verholfen zu_b haben_b und Kontakte mit dem israelischen Geheimdienst Mossad unterhalten zu haben . ;;interesting/edge case - illustrates that LDG in SUB sounds less good;1;0;0;1;0;37
s50057;Die EU-Kommission setzt sich seit langem dafür ein , daß die Uhren in Europa weiterhin Ende März um eine Stunde vor und Ende September wieder zurückgestellt werden müssen . ;"FG+BCR SUB; bcr below word level";Die EU-Kommission setzt sich seit langem dafür ein , daß die Uhren in Europa weiterhin Ende März um eine Stunde vor gestellt_b werden_b müssen_b und daß_f die_f Uhren_f in_f Europa_f weiterhin_f Ende_f März_f um_f eine_f Stunde_f Ende September wieder zurückgestellt werden müssen . ;;interesting/edge case;1;0;0;1;0;29
s46473;Die Frage ist geeignet , gesetzestreuen Staatsterroristen in der ganzen Welt um den Hals gehängt zu werden - nur fehlen bislang die Museen , die den Mut hätten , sie als Exponate aus- und zur öffentlichen Diskussion zu stellen . ;"FG+BCR SUB; bcr below word level";Die Frage ist geeignet , gesetzestreuen Staatsterroristen in der ganzen Welt um den Hals gehängt zu werden - nur fehlen bislang die Museen , die den Mut hätten , sie als Exponate aus- zu_b stellen_b und sie_f zur öffentlichen Diskussion zu stellen . ;;interesting/edge case;1;0;0;1;0;40
s7778;Wer zum Beispiel 10 000 Mark in solchen Wertpapieren anlegt , zahlt bei der Dresdner Discount und der LBB Discount jeweils 25 Mark , während bei der Sparkasse Norden Gebühren von 50 und bei der DKH Effekt Direkt sogar von 60 Mark zu berappen sind . ;"FG+BCR SUB; edge case Gebühren";Wer zum Beispiel 10 000 Mark in solchen Wertpapieren anlegt , zahlt bei der Dresdner Discount und der LBB Discount jeweils 25 Mark , während bei der Sparkasse Norden Gebühren von 50 Mark_b  zu_b  berappen_b  sind_b  und während_g bei der DKH Effekt Direkt sogar Gebühren_g von 60 Mark zu berappen sind . ;;interesting/edge case;0;1;0;1;0;46
s31443;So verloren MAN 6,30 und Linde 15 Mark . ;"FG+BCR; plural bcr???";So verloren MAN 6,30 Mark_b und so_fg verloren_fg  Linde 15 Mark . ;;interesting/edge case;0;0;1;1;0;9
s48426;Das Schloß ersteigerte sich 1823 der Herzog von Ratibor und gestaltete das klassizistische Gebäude 1860 im Tudorstil vollständig um . ;Fronted OA licenses SGF;Das Schloß ersteigerte sich 1823 der Herzog von Ratibor und der_s Herzog_s  von_s Ratibor_s gestaltete das klassizistische Gebäude 1860 im Tudorstil vollständig um . ;;interesting/edge case;0;0;0;0;1;20
s27376;Eine erste Professur erhielt er in London , ging 1939 aber in die USA , wo er zunächst in Iowa lehrte , bis zu seiner Emeritierung in Yale . ;Fronted OA licenses SGF;Eine erste Professur erhielt er in London , er_s ging 1939 aber in die USA , wo er zunächst in Iowa lehrte , bis zu seiner Emeritierung in Yale . ;;interesting/edge case;0;0;0;0;1;29
s11340;Viele , die dort eine Institution errichten oder werben möchten , wollen auf einen Wiedererkennungseffekt nicht verzichten , der durch die Nachahmung der graphischen Gestaltung ihrer Seiten gemindert werden könnte . ;gapping cuts into verblemma;Viele , die dort eine Institution errichten möchten_b oder die_fg dort_fg eine_fg Institution_fg er_fg werben möchten , wollen auf einen Wiedererkennungseffekt nicht verzichten , der durch die Nachahmung der graphischen Gestaltung ihrer Seiten gemindert werden könnte . ;;interesting/edge case;0;0;1;1;0;31
s31808;In 250 Fluglinien rund um den Globus wird aufgetischt , in 187 Betrieben auf vier Kontinenten stellen mehr als 35 000 Mitarbeiter rund um die Uhr Tausende Mahlzeiten her , allein in Peking 20 000 Essen pro Tag . ;Gapping does not work without mehr_g als_g 35_g 000_g Mitarbeiter_g???;In 250 Fluglinien rund um den Globus wird aufgetischt , in 187 Betrieben auf vier Kontinenten stellen mehr als 35 000 Mitarbeiter rund um die Uhr Tausende Mahlzeiten her , allein in Peking_g stellen_g mehr_g als_g 35_g 000_g Mitarbeiter_g rund_g um_g die_g Uhr_g 20 000 Essen pro Tag . ;In 250 Fluglinien rund um den Globus wird aufgetischt , in 187 Betrieben auf vier Kontinenten stellen mehr als 35 000 Mitarbeiter rund um die Uhr Tausende Mahlzeiten her , allein in Peking_g stellen_g  rund_g um_g die_g Uhr_g 20 000 Essen pro Tag . ;interesting/edge case;0;1;0;0;0;39
s35528;Menschen , die dem schmutzigen Krieg Hitlers entfliehen wollten , qualifiziert Schreiber öffentlich so ab : Man müsse sehen , daß die Masse der Deserteure Leute waren , `` die sich entweder drücken wollten - der berühmte Drückeberger - , letzten Endes der Feigling , oder aber , und das ist viel wichtiger zu wissen , Leute waren , die eine Strafverfolgung durch die Militärgerichte ... zu erwarten hatten , wegen ganz anderer Taten . '' ;"gapping in singular or plural war/warenn??; gapping not maximum";Menschen , die dem schmutzigen Krieg Hitlers entfliehen wollten , qualifiziert Schreiber öffentlich so ab : Man müsse sehen , daß die Masse der Deserteure Leute waren , `` die sich entweder drücken wollten - der berühmte Drückeberger - ,_g daß_g die_g Masse_g der_g Deserteure_g letzten Endes der Feigling war_g , oder aber , und das ist viel wichtiger zu wissen ,_f daß_f die_f Masse_f der_f Deserteure_f Leute waren , die eine Strafverfolgung durch die Militärgerichte ... zu erwarten hatten , wegen ganz anderer Taten . '' ;Menschen , die dem schmutzigen Krieg Hitlers entfliehen wollten , qualifiziert Schreiber öffentlich so ab : Man müsse sehen , daß die Masse der Deserteure Leute waren , `` die sich entweder drücken wollten - der berühmte Drückeberger - ,_g daß_g die_g Masse_g der_g Deserteure_g letzten Endes der Feigling waren_g , oder aber , und das ist viel wichtiger zu wissen ,_f daß_f die_f Masse_f der_f Deserteure_f Leute waren , die eine Strafverfolgung durch die Militärgerichte ... zu erwarten hatten , wegen ganz anderer Taten . '' ;interesting/edge case;1;1;0;0;0;76
s26194;Der Preis dafür ist , daß die Figuren blaß werden und unschlüssig zwischen Realismus und Stilisierung hin- und herirren . ;hin- und herirren bcr and fcr???;Der Preis dafür ist , daß die Figuren blaß werden und daß_f die_f Figuren_f unschlüssig zwischen Realismus und Stilisierung hin- und herirren . ;Der Preis dafür ist , daß die Figuren blaß werden und unschlüssig zwischen Realismus und Stilisierung hin- und herirren . ;interesting/edge case;1;0;0;0;0;20
s7247;Ist weich und schwer und an Geschmack süß und herb ... ist gleichzeitig männlich und weiblich und daher Hermaphrodit genannt '' . ;"holpric ""ist genannt""";Ist weich und  ist_fg schwer und ist_fg an Geschmack süß und ist_fg an_fg Geschmack_fg herb ... ist gleichzeitig männlich und weiblich und  ist_fg daher Hermaphrodit genannt '' . ;Ist weich und schwer und an Geschmack süß und herb ... ist gleichzeitig männlich und weiblich und  ist_fg daher Hermaphrodit genannt '' . ;interesting/edge case;0;0;1;0;0;22
s2768;Wer seine Reisepläne nicht rechtzeitig mit dem Arbeitsvermittler bespricht und sich von ihm eine amtliche Erlaubnis geben läßt , erhält für die Dauer des Urlaubs weder Arbeitslosengeld noch -hilfe . ;"How to obtain the ""nicht..."" in the second conjunct???";Wer seine Reisepläne nicht rechtzeitig mit dem Arbeitsvermittler bespricht und wer_f sich von ihm eine amtliche Erlaubnis geben läßt , erhält für die Dauer des Urlaubs weder Arbeitslosengeld noch -hilfe . ;;interesting/edge case;1;0;0;0;0;30
s46350;Und daß man in den Tagen darauf fünf ihrer acht Kinder abschlachtete , daß man ihr Haus und Hof zerstörte . ;"ideom ""ihr Haus und Hof""";Und daß man in den Tagen darauf fünf ihrer acht Kinder abschlachtete , daß man ihr Haus zerstörte_b und daß_f man_f ihr_f Hof zerstörte . ;Und daß man in den Tagen darauf fünf ihrer acht Kinder abschlachtete , daß man ihr Haus und Hof zerstörte . ;interesting/edge case;1;0;0;1;0;21
s45666;Nun brachte das Staatstheater Mainz in seinem Großen Haus die letzte Version , die Leonard Bernstein noch kurz vor seinem Tode fertigstellen ( und in London konzertant selbst uraufführen ) konnte , in einer eigenen Übersetzung von Stephan Kopf , Zelma und Michael Millard heraus . ;"Ignore brackets; is better realized as Gapping is it FG+BCR with readjusting the closing bracket";Nun brachte das Staatstheater Mainz in seinem Großen Haus die letzte Version , die Leonard Bernstein noch kurz vor seinem Tode fertigstellen konnte_b ( und die_g Leonard_g Bernstein_f noch_f kurz_f vor_f seinem_f Tode_f in London konzertant selbst uraufführen konnte ) , in einer eigenen Übersetzung von Stephan Kopf , Zelma und Michael Millard heraus . ;Nun brachte das Staatstheater Mainz in seinem Großen Haus die letzte Version , die Leonard Bernstein noch kurz vor seinem Tode fertigstellen ( und die_g Leonard_g Bernstein_g noch_g kurz_g vor_g seinem_g Tode_g in London konzertant selbst uraufführen konnte_g )  konnte , in einer eigenen Übersetzung von Stephan Kopf , Zelma und Michael Millard heraus . ;interesting/edge case;1;1;0;1;0;46
s16695;Schluchten hat das Meer ins Land geschlagen , gigantische Höhlen ausgewaschen und Brückenbögen aus dem weichen Gestein gebrochen , Kamine geschaffen , in die nun das Meer seine Wellen preßt und das Wasser zu singen beginnt . ;illformed FCR???;Schluchten hat das Meer ins Land geschlagen , gigantische Höhlen hat_g das_g Meer_g ausgewaschen und Brückenbögen aus dem weichen Gestein hat_g das_g Meer_g gebrochen , Kamine hat_g das_g Meer_g  geschaffen , in die nun das Meer seine Wellen preßt und in_f die_f das Wasser zu singen beginnt . ;;interesting/edge case;1;1;0;0;0;37
s27859;Oder bleibt doch bloß Franzens resignative Schlußanmerkung hängen , daß die Koalition beschlossen habe , man aber im Gespräch bleiben müsse . ;illformed syntax: Structurally not licensed due do dominance of that clauses;Oder bleibt doch bloß Franzens resignative Schlußanmerkung hängen , daß die Koalition beschlossen habe , daß_f man aber im Gespräch bleiben müsse . ;;interesting/edge case;1;0;0;0;0;22
s11072;Gleichzeitig erinnerte Süssmuth an die Pogromnacht vom 9. November 1938 , als Synagogen in Brand gesteckt worden und Juden ermordet worden seien . ;imperfect bcr;Gleichzeitig erinnerte Süssmuth an die Pogromnacht vom 9. November 1938 , als Synagogen in Brand gesteckt worden seien_b und als_f Juden ermordet worden seien . ;Gleichzeitig erinnerte Süssmuth an die Pogromnacht vom 9. November 1938 , als Synagogen in Brand gesteckt worden und Juden ermordet worden seien . ;interesting/edge case;1;0;0;1;0;23
s50406;`` Wir sind doch keine Marionetten und lassen uns vorschreiben , wie wir unsere Texte zu formulieren haben '' , sagt Ellinger . ;Is the transformation of kein -> lassen uns nicht vorschreiben necessary in the second conjunct??? Which phenonemon is it???;`` Wir sind doch keine Marionetten und wir_f lassen uns vorschreiben , wie wir unsere Texte zu formulieren haben '' , sagt Ellinger . ;;interesting/edge case;1;0;0;0;0;23
s9499;Beim Menschen konnte Mertelsmann bisher aber beobachten , daß die Killerzellen nur bei den Hautkrebspatienten die Tumorzellen einkreisen und vernichten , und dies auch nur in unmittelbarer Nähe der Einspritzstelle . ;"Is this CCE: No sec. edge for ""dies auch nur in unmittelbarer Nähe der Einspritzstelle""";Beim Menschen konnte Mertelsmann bisher aber beobachten , daß die Killerzellen nur bei den Hautkrebspatienten die Tumorzellen einkreisen und daß_f die_f Killerzellen_f nur_f bei_f den_f Hautkrebspatienten_f die_f Tumorzellen_f vernichten , und   dies auch nur in unmittelbarer Nähe der Einspritzstelle . ;;interesting/edge case;1;0;0;0;0;31
s8250;Damit soll gesichert werden , daß die verfassungsrechtlichen Regelungen des Verhältnisses zwischen Kirche und Staat in der Verantwortung der einzelnen Staaten bleiben und durch EU-Recht nicht gebrochen werden können . ;"können is not bcred in TIGER; gold 3 for no fcr??";Damit soll gesichert werden , daß die verfassungsrechtlichen Regelungen des Verhältnisses zwischen Kirche und Staat in der Verantwortung der einzelnen Staaten bleiben und daß_f die_f verfassungsrechtlichen_f Regelungen_f des_f Verhältnisses_f zwischen_f Kirche_f und_f Staat_f durch EU-Recht nicht gebrochen werden können . ;Damit soll gesichert werden , daß die verfassungsrechtlichen Regelungen des Verhältnisses zwischen Kirche und Staat in der Verantwortung der einzelnen Staaten bleiben können_b und daß_f die_f verfassungsrechtlichen_f Regelungen_f des_f Verhältnisses_f zwischen_f Kirche_f und_f Staat_f durch EU-Recht nicht gebrochen werden können . ;interesting/edge case;1;0;0;1;0;30
s48730;Das Alter des Universums würde demnach etwa zwölf Milliarden Jahre betragen , das der ältesten Sterne etwa elf Milliarden . ;LDG  MAIN;Das Alter des Universums würde demnach etwa zwölf Milliarden Jahre betragen , das der ältesten Sterne würde_g etwa elf Milliarden betragen_g . ;;interesting/edge case;0;1;0;0;0;20
s43913;Der eine Partner bringe sein Vertriebsnetz und seine Marketingerfahrung ein , der andere spezielles Know-how . ;LDG  MAIN;Der eine Partner bringe sein Vertriebsnetz und seine Marketingerfahrung ein , der andere bringe_g spezielles Know-how ein_g . ;;interesting/edge case;0;1;0;0;0;16
s13138;Ein Viertel aller Spielwaren würden für Söhne erworben , nur ein Fünftel für Töchter . ;LDG  MAIN;Ein Viertel aller Spielwaren würden für Söhne erworben , nur ein Fünftel würden_g für Töchter erworben_g . ;;interesting/edge case;0;1;0;0;0;15
s16562;Originaltexte und -melodien sind nicht erhalten , Dokumente zur Lebensgeschichte und persönliche Objekte erst recht nicht . ;LDG  MAIN;Originaltexte und -melodien sind nicht erhalten , Dokumente zur Lebensgeschichte und persönliche Objekte sind_g erst recht nicht erhalten_g . ;;interesting/edge case;0;1;0;0;0;17
s10990;Untersuchungen zufolge lächeln Kinder im Durchschnitt 400mal am Tag , Erwachsene nur noch 15mal . ;;Untersuchungen zufolge lächeln Kinder im Durchschnitt 400mal am Tag , Untersuchungen_g zufolge_g lächeln_g Erwachsene im_g Durchschnitt_g nur noch 15mal am_g Tag_g . ;;;0;1;0;0;0;15
s49793;Zwei damalige Soldaten sind wegen Totschlags angeklagt , ihr Kompaniechef wegen Anstiftung zum Totschlag . ;LDG  MAIN;Zwei damalige Soldaten sind wegen Totschlags angeklagt , ihr Kompaniechef ist_g wegen Anstiftung zum Totschlag angeklagt_g . ;;interesting/edge case;0;1;0;0;0;15
s15831;Automaten sind dort nur in Geschäften und Restaurants erlaubt und nicht wie in der Bundesrepublik auch im Freien . ;LDG  MAIN;Automaten sind dort nur in Geschäften und Restaurants erlaubt und Automaten_g sind_g nicht wie in der Bundesrepublik auch im Freien erlaubt_g . ;;interesting/edge case;0;1;0;0;0;19
s31302;Dabei soll die Menge an Zink von derzeit 270 Tonnen jährlich auf 100 reduziert werden , die an Chrom von 50 auf 20 Tonnen . ;LDG MAIN;Dabei soll die Menge an Zink von derzeit 270 Tonnen jährlich auf 100 reduziert werden , dabei_g soll_g die an Chrom jährlich_g  von 50 auf 20 Tonnen reduziert_g werden_g . ;;interesting/edge case;0;1;0;0;0;25
s8678;Damals waren nach Angaben des Umweltministeriums mehr als 4000 Tiere gezählt worden , nach der Seuche nur noch etwa 1700 . ;LDG MAIN;Damals waren nach Angaben des Umweltministeriums mehr als 4000 Tiere gezählt worden , nach der Seuche waren_g nach_g Angaben_g des_g Umweltministeriums_g nur noch etwa 1700 gezählt_g worden_g . ;;interesting/edge case;0;1;0;0;0;21
